miRNA	CD56_S4	CD14_S2	CD4_S4	CD14_S1	CD56_S1	CD19_S4	CD19_S3	CD19_S1	CD4_S3	CD14_S4	CD56_S3	CD56_S2	CD4_S1	CD19_S2	CD4_S2	CD14_S3
hsa-miR-6808-5p	9	8	2	6	5	4	1	4	4	10	6	3	3	1	0	2
hsa-miR-6089	10	8	7	7	13	6	9	10	7	8	4	18	10	4	4	3
hsa-miR-663a	0	1	0	0	1	3	1	0	0	0	0	2	1	1	1	2
hsa-miR-6756-5p	12	17	8	9	11	5	13	16	5	31	16	7	10	7	4	18
hsa-miR-3142	3	4	5	1	7	10	10	13	7	12	4	10	13	14	3	5
hsa-miR-5196-5p	9	11	6	12	19	2	12	14	3	8	10	12	4	15	1	8
hsa-miR-6797-5p	2	3	1	1	1	2	1	4	3	1	2	2	2	0	1	2
hsa-miR-6124	3	10	3	9	1	5	7	7	5	10	12	2	3	10	4	13
hsa-miR-504-3p	6	2	2	1	1	2	5	2	10	1	6	4	2	1	0	5
hsa-miR-6127	27	34	45	30	16	20	25	21	30	55	35	54	19	19	27	50
hsa-miR-6752-5p	9	4	5	7	10	3	3	8	14	19	7	3	8	7	5	4
hsa-miR-1249-5p	5	6	5	11	8	3	3	1	0	17	2	4	1	3	1	13
hsa-miR-6133	1	7	1	6	4	2	9	6	4	7	3	10	1	2	5	15
hsa-miR-124-3p	0	0	0	0	1	1	1	2	3	0	0	2	0	0	0	0
hsa-miR-135a-3p	7	4	1	0	6	1	0	3	2	2	4	6	2	0	0	5
hsa-miR-3176	19	15	23	45	30	10	8	6	14	43	46	16	9	2	4	86
hsa-miR-6757-5p	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1
hsa-miR-6740-5p	12	26	7	20	3	5	12	18	9	30	9	11	4	8	5	38
hsa-miR-3059-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-211-3p	1	2	2	2	1	2	2	1	2	5	1	1	1	0	1	7
hsa-miR-6750-5p	2	6	5	7	5	1	2	2	6	2	3	1	7	2	5	4
hsa-miR-5584-5p	3	15	0	15	2	0	2	1	3	6	1	5	1	1	1	13
hsa-miR-3925-5p	4	5	0	1	6	1	3	0	4	5	13	4	1	1	1	1
hsa-miR-3202	14	24	16	17	6	8	14	7	33	27	15	23	22	9	50	23
hsa-miR-6873-5p	0	2	2	0	0	0	1	0	1	1	0	0	0	1	0	2
hsa-miR-3199	13	10	17	11	9	24	49	40	18	14	16	18	15	25	12	17
hsa-miR-3191-3p	3	13	1	13	3	2	0	4	0	10	4	3	1	2	0	14
hsa-miR-149-3p	10	8	8	11	9	18	8	7	7	6	7	31	10	9	5	14
hsa-miR-92b-5p	13	22	23	12	13	14	8	10	21	28	9	21	13	11	28	24
hsa-miR-1182	2	4	0	1	3	5	3	1	1	0	3	3	0	2	1	2
hsa-miR-1229-5p	1	3	3	2	0	4	0	2	1	3	2	4	2	1	0	4
hsa-miR-873-5p	5293	218	58	93	11653	375	575	93	8	305	11295	15578	258	325	18	493
hsa-miR-1915-3p	0	1	2	0	6	4	4	2	3	4	7	4	4	3	0	0
hsa-miR-513a-5p	0	0	3	3	0	1	0	0	1	0	0	0	6	0	1	0
hsa-miR-204-3p	1	4	2	2	2	2	3	3	2	0	5	3	0	2	0	1
hsa-miR-8072	9	8	10	5	18	9	11	18	9	12	11	27	11	11	11	15
hsa-miR-619-5p	277	471	385	756	338	134	310	229	278	1140	355	254	155	122	120	1451
hsa-miR-4685-5p	1	6	3	4	0	0	0	0	1	2	1	2	1	0	0	2
hsa-miR-548an	11	5	6	3	9	1	7	13	4	8	11	6	7	9	4	4
hsa-miR-6812-5p	2	3	1	4	3	1	0	1	0	6	0	4	2	1	2	1
hsa-miR-1275	1915	257	832	82	690	1671	2616	1502	2060	331	942	1061	903	1532	1152	511
hsa-miR-4430	49	107	78	153	57	48	101	66	91	166	62	59	60	20	21	346
hsa-miR-8082	1	3	1	4	2	2	2	1	3	9	1	1	5	0	3	4
hsa-miR-4472	2	1	1	4	2	0	1	1	1	5	2	2	3	0	2	1
hsa-miR-6804-5p	0	2	1	1	5	1	1	2	2	3	4	6	1	1	0	3
hsa-miR-6754-5p	3	4	2	1	5	1	8	4	3	8	3	1	2	0	2	12
hsa-miR-6747-5p	3	4	2	4	1	3	4	3	1	1	2	3	1	0	1	2
hsa-miR-6515-5p	10	54	8	61	24	6	8	9	6	63	23	10	10	6	3	48
hsa-miR-6883-5p	1	6	1	7	0	0	2	0	2	3	0	4	3	1	3	8
hsa-miR-4455	0	1	0	1	3	0	2	0	1	2	2	2	0	0	0	4
hsa-miR-574-5p	70	943	213	486	149	75	83	83	52	736	119	170	75	83	31	905
hsa-miR-7110-5p	4	12	4	7	6	3	3	8	7	7	7	3	4	3	3	12
hsa-miR-23a-5p	14	261	35	104	58	10	4	5	12	123	35	42	14	8	12	108
hsa-miR-6841-5p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-6895-5p	2	1	5	2	16	1	5	4	0	1	6	7	3	1	4	1
hsa-miR-711	0	0	0	4	0	0	0	1	1	3	2	3	2	0	1	4
hsa-miR-3196	21	255	6	370	382	11	7	29	6	7	23	180	443	19	12	9
hsa-miR-3665	1	5	4	5	19	6	4	19	1	4	9	8	8	5	0	3
hsa-miR-6764-5p	2	6	5	4	3	0	0	0	2	5	5	1	4	1	3	11
hsa-miR-758-5p	1	1	1	3	0	0	0	0	2	1	2	2	1	1	1	2
hsa-miR-6772-5p	15	10	7	12	7	4	7	8	7	11	12	16	11	5	0	26
hsa-miR-4466	7	13	6	10	12	14	2	18	8	5	16	12	8	18	6	10
hsa-miR-142-3p	32232	27328	14789	23422	44067	11279	37048	38572	30406	28941	35272	68324	21038	37604	31185	32684
hsa-miR-1205	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0
hsa-miR-6800-5p	1	2	0	2	2	2	1	2	1	3	0	0	0	1	0	2
hsa-miR-6088	2	1	2	0	1	0	2	6	0	4	4	2	0	5	1	4
hsa-miR-6880-5p	13	12	6	10	6	1	9	13	9	13	12	9	2	9	4	15
hsa-miR-3940-5p	13	16	23	7	3	26	13	5	15	15	21	8	14	8	6	18
hsa-miR-30b-3p	261	997	190	923	360	94	251	235	159	579	287	306	200	127	100	1147
hsa-miR-6758-5p	2	6	3	8	3	0	2	2	0	6	3	1	3	2	2	7
hsa-miR-125a-3p	39	187	45	31	33	17	13	5	109	27	37	143	160	18	108	33
hsa-miR-6510-5p	4	11	5	8	1	3	7	8	8	6	3	8	5	1	2	17
hsa-miR-18a-5p	46	258	101	311	104	24	87	86	79	285	62	107	71	95	59	286
hsa-miR-6851-5p	0	2	0	2	2	0	0	5	0	5	1	1	0	0	1	1
hsa-miR-6865-5p	10	4	3	6	5	5	5	9	11	5	7	12	3	2	2	9
hsa-miR-6765-5p	2	7	3	3	14	1	2	10	4	5	10	6	2	7	1	3
hsa-let-7f-5p	968238	1778872	643213	1930237	915546	423444	1224289	1006947	712417	1349986	927034	1009183	653703	576205	611615	1619787
hsa-miR-4500	2	1	2	5	2	2	5	7	1	2	4	5	2	4	2	2
hsa-miR-361-3p	17706	4773	10867	1731	18445	13529	23385	40979	11793	7393	13877	32536	9473	24210	15555	7416
hsa-miR-98-5p	7441	45448	7209	50228	9625	2756	4770	4209	3246	29262	10119	11817	4596	3326	2045	42489
hsa-miR-3131	4	3	4	5	3	3	7	3	1	5	4	1	3	3	2	10
hsa-miR-24-3p	11860	33576	12055	36177	18343	3672	5305	2748	10501	34406	13856	19510	8381	5675	10634	35626
hsa-miR-15a-5p	1198	3642	1089	3129	1926	904	3415	3586	1002	3567	1240	2642	916	3049	873	3808
hsa-miR-6501-5p	43	169	101	153	50	41	71	77	58	274	85	86	63	26	38	387
hsa-miR-16-5p	16522	37219	15099	31591	27490	11876	33140	43760	15473	27130	16218	39712	12806	46846	17359	31991
hsa-miR-509-3p	36	5	187	7	63	37	12	4	83	11	63	46	432	3	46	3
hsa-miR-520a-3p	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548k	141	768	188	810	247	53	120	116	63	1122	217	396	83	121	58	1181
hsa-miR-937-5p	2	6	4	3	6	2	2	5	6	7	3	6	4	4	1	13
hsa-miR-30d-3p	539	796	317	912	493	283	820	828	458	631	664	759	474	399	379	1233
hsa-miR-506-5p	0	0	0	0	2	1	0	0	2	0	0	1	5	0	1	2
hsa-miR-8063	2	3	0	0	0	0	0	0	1	3	0	0	1	0	0	1
hsa-miR-125b-2-3p	68	48	70	42	29	22	61	19	186	76	34	58	83	13	99	84
hsa-miR-6777-5p	1	4	0	5	2	1	0	3	1	2	1	5	1	0	2	6
hsa-miR-6806-5p	1	1	0	0	1	0	0	0	2	0	3	0	1	0	0	1
hsa-miR-3186-3p	0	0	0	4	2	0	1	0	0	2	0	0	0	1	1	0
hsa-miR-6715b-5p	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
hsa-miR-1295a	6	2	0	2	8	34	30	129	0	3	0	19	1	65	0	1
hsa-miR-4786-3p	0	1	0	6	1	2	0	1	0	11	0	2	0	0	1	8
hsa-miR-6843-3p	1	1	0	3	1	0	0	0	1	1	0	1	0	1	0	5
hsa-miR-8086	0	5	1	4	2	0	0	0	0	3	1	0	1	0	0	3
hsa-miR-410-5p	1	2	0	3	0	2	1	0	0	4	1	3	1	1	1	3
hsa-miR-4494	3	5	9	9	5	5	3	1	1	7	3	0	7	0	4	15
hsa-miR-4540	0	0	1	0	0	0	0	2	3	2	1	2	0	1	1	1
hsa-miR-4294	1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	1
hsa-miR-6776-5p	1	2	2	2	2	2	0	1	1	4	1	1	2	0	1	1
hsa-miR-4800-5p	7	6	3	10	11	2	7	3	7	10	8	3	3	2	7	18
hsa-miR-4776-5p	2	0	1	3	2	0	0	1	0	0	3	0	0	0	0	3
hsa-miR-4443	858	5128	1807	4013	7228	895	994	2617	806	2736	1515	5614	7066	1711	4864	3253
hsa-miR-6869-5p	0	0	1	1	0	0	0	1	0	0	0	3	0	0	0	0
hsa-miR-1233-5p	1	0	0	1	0	2	3	0	0	5	2	3	3	0	0	0
hsa-miR-4300	3	2	3	2	2	3	2	1	0	1	2	0	2	1	0	8
hsa-miR-5089-5p	1	1	0	1	0	0	0	1	2	2	2	2	0	0	1	3
hsa-miR-6816-5p	0	3	0	0	0	2	0	2	1	0	0	1	2	0	0	2
hsa-miR-4745-5p	1	1	1	3	1	0	2	4	0	0	3	0	2	0	0	2
hsa-miR-491-5p	8	26	13	17	13	3	7	3	7	56	13	11	6	1	5	68
hsa-miR-1296-3p	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
hsa-miR-6759-5p	3	3	1	1	3	0	1	1	1	4	1	0	1	0	0	6
hsa-let-7a-5p	557718	1094834	310431	1063884	608347	244649	667370	662943	464166	680798	521108	742201	441350	421621	374001	922295
hsa-miR-8077	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
hsa-miR-3934-5p	75	20	40	29	53	22	56	46	53	50	74	106	47	35	81	50
hsa-miR-6849-5p	1	5	0	8	0	0	2	0	0	1	1	2	1	0	0	5
hsa-miR-4727-3p	10	2	6	5	4	7	2	5	10	9	10	9	4	5	6	10
hsa-miR-6501-3p	2	1	4	0	3	4	1	2	1	3	1	1	1	2	0	4
hsa-miR-6780a-5p	69	114	57	117	48	26	69	24	115	119	55	39	33	10	25	295
hsa-miR-4728-5p	2	0	0	1	0	3	0	1	1	2	1	1	1	0	0	0
hsa-miR-12115	6	8	2	4	4	1	2	7	5	10	4	4	3	2	3	6
hsa-miR-3691-5p	10	28	16	35	12	8	18	14	4	35	8	13	3	7	6	40
hsa-miR-4791	34	158	45	230	44	31	73	72	24	147	61	40	30	34	27	152
hsa-miR-6130	7	4	0	5	0	0	5	5	0	2	2	2	3	0	1	5
hsa-miR-4796-3p	9	3	0	9	8	7	5	13	3	1	9	3	15	4	5	8
hsa-miR-3960	75	392	69	570	253	74	73	141	76	58	116	196	686	56	60	54
hsa-miR-6789-5p	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0
hsa-miR-4492	6	19	0	46	76	0	4	3	0	8	6	29	15	5	2	6
hsa-miR-562	2	1	1	2	0	3	0	0	0	1	1	0	0	0	0	0
hsa-miR-503-5p	63	1185	84	1166	107	11	37	17	39	347	31	179	138	30	18	1127
hsa-miR-6748-5p	1	3	4	7	3	0	1	0	2	9	1	0	0	0	0	7
hsa-miR-575	1	2	0	4	2	1	0	0	0	4	1	1	0	0	1	5
hsa-miR-203b-5p	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-4654	2	1	0	6	4	1	3	2	1	4	0	2	5	1	3	3
hsa-miR-3620-5p	23	21	28	27	35	28	55	50	24	50	23	41	24	9	8	61
hsa-miR-6787-5p	11	11	6	8	13	4	8	4	12	17	9	10	7	4	3	19
hsa-miR-4710	5	31	7	17	6	5	3	3	6	19	11	8	12	2	0	30
hsa-miR-183-5p	40	42	16	37	47	78	181	147	19	33	20	79	62	72	29	39
hsa-miR-4676-5p	2	4	1	4	0	0	1	1	2	4	1	3	1	0	0	3
hsa-miR-4460	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7g-5p	1216583	1225060	967479	1258790	1115939	508249	1369027	1166214	1407031	1058631	1084494	1650775	946119	896623	1738706	1259032
hsa-let-7i-5p	603594	2055126	578998	2930787	552287	332124	934952	960033	399781	2075503	674885	889203	572671	489163	512237	2498115
hsa-miR-6796-3p	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4280	0	1	0	7	1	0	0	0	0	3	0	0	0	0	1	3
hsa-miR-205-3p	1	0	1	3	1	1	0	0	1	3	3	1	0	0	0	1
hsa-miR-1299	33	149	5	397	121	4	39	115	26	14	9	79	203	30	67	55
hsa-miR-6793-5p	3	7	4	13	10	4	11	6	3	12	5	12	6	14	3	7
hsa-miR-4277	0	0	0	4	0	0	0	1	1	0	0	1	0	0	1	0
hsa-miR-4661-5p	13	25	7	22	8	4	22	9	8	29	8	24	10	3	5	30
hsa-miR-148b-5p	623	1610	569	1749	821	235	538	533	366	1564	957	1075	469	401	402	1973
hsa-miR-4682	3	0	3	2	3	1	4	2	9	5	6	2	4	3	2	0
hsa-miR-4281	4	4	1	0	0	2	1	2	2	2	1	1	2	1	1	2
hsa-miR-6871-5p	1	0	0	1	0	0	0	0	0	0	1	0	3	1	0	0
hsa-miR-3168	8	6	4	1	6	6	5	12	18	719	7	18	11	13	157	6
hsa-miR-6820-3p	56	128	72	56	51	32	46	62	119	171	63	136	57	114	44	184
hsa-miR-520d-3p	0	0	2	0	0	0	0	1	0	2	1	0	0	0	0	0
hsa-miR-5192	0	1	1	1	0	0	0	2	2	0	2	0	0	0	0	2
hsa-miR-3928-3p	34	148	70	124	78	26	21	32	17	278	61	96	28	21	19	255
hsa-miR-6807-5p	2	13	9	5	0	3	3	3	1	15	6	4	1	0	1	20
hsa-miR-4496	18	10	11	14	17	17	52	40	9	22	10	19	7	34	5	27
hsa-miR-31-5p	545	59	408	6	281	149	386	13	1611	67	239	987	487	208	1666	150
hsa-miR-1255b-5p	0	1	1	2	3	1	4	3	2	3	6	4	2	2	1	5
hsa-miR-6826-5p	8	2	1	6	1	3	9	1	9	7	2	4	2	0	2	33
hsa-miR-5093	0	3	0	0	0	2	0	0	2	5	2	2	0	1	0	3
hsa-miR-3679-5p	64	77	18	43	64	25	67	105	30	49	39	97	60	52	28	71
hsa-miR-3622a-5p	1	0	0	0	0	0	1	2	0	0	0	1	0	1	2	1
hsa-miR-6730-5p	2	1	1	1	5	0	0	0	2	0	1	2	1	0	2	2
hsa-miR-4681	1	2	0	4	0	0	2	0	1	2	0	0	0	0	0	4
hsa-miR-8071	1	3	2	6	0	2	2	2	1	7	3	2	1	1	2	7
hsa-miR-4515	0	0	2	1	2	0	3	0	0	0	2	0	0	0	0	0
hsa-miR-4436a	5	1	2	5	3	0	1	2	4	5	2	2	0	0	2	2
hsa-miR-8089	1	0	0	3	2	1	1	0	1	2	2	4	2	2	1	3
hsa-miR-3147	1	4	3	6	4	1	5	6	3	9	3	14	3	6	5	2
hsa-miR-4634	4	9	3	14	9	0	0	4	4	4	7	9	28	1	2	2
hsa-miR-6785-5p	1	4	2	3	2	1	4	2	1	1	1	0	1	2	1	2
hsa-miR-499a-5p	264	540	162	584	314	95	276	240	149	495	416	457	122	223	182	674
hsa-miR-3169	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	0
hsa-miR-7154-3p	0	6	3	13	1	0	0	1	0	3	1	2	0	0	0	13
hsa-miR-5000-3p	5	7	10	12	5	3	10	7	3	12	9	11	15	6	2	14
hsa-miR-4499	2	1	5	4	1	4	7	6	4	9	9	5	4	4	4	15
hsa-miR-4688	5	11	15	11	14	4	7	2	10	24	26	13	16	3	11	15
hsa-miR-6840-3p	0	2	0	1	0	0	0	1	1	4	0	0	1	0	1	4
hsa-miR-383-3p	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4529-3p	6	1	2	2	5	3	8	6	0	0	2	3	0	3	0	1
hsa-miR-8083	1	1	2	1	2	0	0	2	2	1	2	0	1	2	0	3
hsa-miR-4476	7	1	0	4	4	9	12	24	2	3	1	2	3	8	0	3
hsa-miR-5191	16	6	30	4	6	13	26	18	52	3	22	24	22	24	44	14
hsa-miR-6894-5p	5	3	3	3	5	2	6	2	7	9	5	4	2	1	4	9
hsa-miR-601	1	0	2	0	0	0	2	2	0	0	0	2	0	0	0	2
hsa-miR-3156-5p	0	5	0	2	3	0	1	6	1	4	2	0	0	0	2	0
hsa-miR-3155a	2	7	9	6	7	5	2	4	0	7	6	4	4	4	2	17
hsa-miR-2392	6	21	7	13	13	9	11	25	8	15	5	28	12	12	2	12
hsa-miR-6820-5p	12	20	12	18	29	3	11	8	17	14	17	11	9	5	4	15
hsa-miR-7111-5p	3	3	3	2	1	2	1	0	1	1	0	3	4	1	0	3
hsa-miR-3162-5p	5	4	2	3	2	3	3	1	1	8	5	3	2	0	3	10
hsa-miR-6830-5p	0	2	0	1	3	0	1	4	1	1	2	1	0	0	0	2
hsa-miR-3619-5p	9	4	5	5	4	11	37	52	4	3	6	4	2	25	1	3
hsa-miR-4673	1	3	8	3	2	3	3	1	7	4	1	6	2	0	1	7
hsa-miR-885-3p	3	2	4	0	2	2	2	1	4	1	4	1	1	0	2	9
hsa-miR-6792-5p	3	3	2	2	4	3	2	2	3	4	8	5	1	3	1	4
hsa-miR-4266	4	2	2	3	4	0	4	2	2	2	6	2	0	0	0	5
hsa-miR-3195	4	3	3	2	1	1	1	4	1	4	4	5	3	1	2	4
hsa-miR-6125	36	37	21	48	43	19	27	30	24	51	45	46	35	16	11	44
hsa-miR-6794-5p	7	5	4	5	3	2	4	16	1	7	7	6	3	4	5	13
hsa-miR-920	6	8	3	12	8	0	2	17	10	10	16	12	11	8	9	11
hsa-miR-4763-3p	4	9	3	7	6	4	10	6	5	13	4	10	7	4	3	9
hsa-miR-6717-5p	3	2	2	4	1	1	0	0	2	1	1	0	1	0	1	4
hsa-miR-4488	63	1228	28	1962	1221	84	57	124	13	21	99	563	1531	75	43	41
hsa-miR-4725-3p	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	2
hsa-miR-551b-3p	0	1	2	0	1	0	0	0	5	2	3	2	4	0	1	0
hsa-miR-6829-5p	4	11	5	4	7	2	7	5	13	13	3	16	4	6	4	10
hsa-miR-4656	19	7	8	8	14	11	20	12	11	10	18	7	4	8	10	17
hsa-miR-1827	36	90	168	96	84	38	66	74	38	648	105	48	38	21	38	593
hsa-miR-3929	2	14	5	12	1	1	6	2	2	5	1	4	3	2	4	10
hsa-miR-25-5p	380	532	212	369	705	155	319	436	301	473	377	718	361	316	280	460
hsa-miR-7846-3p	139	71	132	125	83	42	49	29	117	181	239	79	35	12	33	156
hsa-miR-3135b	3246	6554	4549	3881	7671	5150	2895	4801	3157	4233	2247	7974	7633	9806	5565	3384
hsa-miR-4316	2	1	1	0	0	1	0	1	2	1	0	0	2	0	0	1
hsa-miR-6504-5p	0	0	0	3	0	0	0	1	0	1	0	2	0	0	0	1
hsa-miR-4687-3p	11	10	9	23	10	12	20	19	4	26	10	16	11	16	6	19
hsa-miR-6796-5p	2	8	4	10	5	1	4	3	4	18	5	4	9	9	1	12
hsa-miR-3127-5p	18	53	14	37	27	10	22	19	8	77	20	30	15	9	7	68
hsa-miR-6780b-5p	2	0	1	3	1	2	2	0	0	3	0	1	2	2	1	3
hsa-miR-1304-5p	21	154	31	138	38	18	46	58	19	117	49	71	47	51	28	164
hsa-miR-3184-3p	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1
hsa-miR-4708-3p	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1
hsa-miR-4267	3	0	1	1	5	1	2	2	1	2	8	6	1	1	1	2
hsa-miR-22-3p	10899	4528	4117	3222	16750	2707	3386	1884	5934	3399	16779	22296	7760	2680	5666	4799
hsa-miR-3137	2	6	3	2	2	3	2	1	0	14	1	2	0	2	1	12
hsa-miR-5787	3	10	7	6	8	4	3	8	5	2	10	8	12	4	8	5
hsa-miR-645	2	1	0	2	3	1	1	0	0	11	1	2	3	0	0	6
hsa-miR-762	13	15	20	12	16	9	13	8	6	28	13	10	11	5	7	26
hsa-miR-9900	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
hsa-miR-3918	5	12	2	1	5	4	6	5	2	6	7	6	8	6	3	13
hsa-miR-6729-5p	10	9	12	16	9	9	11	11	9	11	16	23	12	15	4	19
hsa-miR-1587	5	8	11	7	12	15	13	11	8	15	13	15	17	15	4	22
hsa-miR-4764-5p	0	2	2	8	3	2	3	5	1	6	1	8	1	4	0	10
hsa-miR-135a-2-3p	0	1	0	0	1	0	2	1	1	1	0	0	1	0	0	0
hsa-miR-6771-5p	1	5	3	4	3	1	0	1	2	3	0	3	1	2	3	4
hsa-miR-1285-3p	170	246	118	218	252	91	188	195	109	254	261	295	171	136	145	313
hsa-miR-423-5p	80830	139831	57599	68533	73305	40562	58320	63584	53891	160228	90299	96092	73680	39288	45243	173703
hsa-miR-4257	4	2	2	4	2	3	5	7	1	6	1	4	3	6	4	2
hsa-miR-7843-5p	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0
hsa-miR-3945	0	5	2	3	1	0	0	0	1	9	1	2	0	0	0	5
hsa-miR-4632-5p	0	7	5	10	12	2	0	2	0	4	3	4	22	1	1	4
hsa-miR-4253	0	1	1	3	0	1	0	1	0	1	1	0	1	0	1	4
hsa-miR-6877-5p	2	22	9	10	12	3	1	4	2	28	6	4	4	2	2	14
hsa-miR-4489	6	3	6	2	4	6	7	11	2	5	9	8	4	5	2	1
hsa-miR-744-5p	6277	39535	9938	24253	9553	2708	2561	2395	1599	42164	10545	8048	4632	1743	820	47533
hsa-miR-3158-3p	6	15	7	12	7	2	4	4	2	23	7	13	2	4	6	18
hsa-miR-5194	3	5	6	10	2	1	3	2	1	5	3	5	5	2	1	5
hsa-miR-3144-5p	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1
hsa-miR-4773	0	6	3	7	2	0	1	0	1	9	0	4	1	0	0	6
hsa-miR-3907	17	36	16	38	30	10	14	24	8	44	47	53	41	24	28	44
hsa-miR-6721-5p	2	4	4	3	0	0	0	1	1	3	0	1	1	0	0	1
hsa-miR-5010-5p	5	26	3	15	2	2	3	10	0	25	5	6	4	5	0	18
hsa-miR-4525	6	2	1	2	4	0	1	3	2	0	2	2	2	1	3	4
hsa-miR-6769b-5p	4	14	3	12	3	6	1	8	4	9	4	6	1	4	0	17
hsa-miR-4649-5p	0	0	0	0	0	3	0	4	1	0	2	2	2	1	1	1
hsa-miR-6742-5p	3	2	0	2	0	0	1	0	2	0	0	1	1	0	1	3
hsa-miR-6734-5p	13	27	11	15	22	15	16	25	13	12	14	18	14	10	10	17
hsa-miR-8059	1	1	0	3	2	0	1	0	0	2	0	0	0	0	0	2
hsa-miR-4311	0	6	1	5	2	1	1	0	5	1	3	0	0	0	1	4
hsa-miR-4434	1	14	1	15	2	7	30	12	0	12	4	5	2	4	2	27
hsa-miR-6846-5p	3	2	5	2	7	5	5	8	1	9	5	2	6	5	4	6
hsa-miR-4652-5p	0	0	1	1	0	0	0	0	1	1	1	2	0	0	0	1
hsa-miR-6085	11	5	10	4	17	7	7	16	5	7	14	9	6	3	6	13
hsa-miR-6884-5p	16	46	14	23	15	18	12	18	20	32	22	27	18	7	11	17
hsa-miR-185-3p	44	130	59	119	78	27	34	24	9	440	52	81	30	14	9	343
hsa-miR-3188	5	12	5	8	3	0	3	6	2	25	2	3	4	3	0	20
hsa-miR-625-5p	142	50	89	37	195	122	260	190	271	90	136	260	164	283	301	54
hsa-miR-4701-3p	5	0	3	1	0	2	2	0	2	2	1	2	3	0	0	4
hsa-miR-342-5p	9846	1841	4412	807	9687	3692	6511	9428	10391	1404	9457	20590	10343	7277	10852	2628
hsa-miR-3132	7	4	8	8	5	2	0	2	1	5	7	3	2	2	2	2
hsa-let-7e-5p	937	1025	1033	424	688	625	506	142	2682	1061	994	2046	3019	382	2144	412
hsa-miR-3190-3p	1	9	5	8	4	3	0	1	3	36	5	1	0	0	1	40
hsa-let-7d-5p	53201	182145	36072	132950	47282	28770	65151	66887	44895	74574	56082	62344	43861	48525	38792	129508
hsa-miR-202-3p	0	1	0	0	0	2	1	1	1	0	0	3	1	0	1	1
hsa-miR-331-5p	103	97	64	54	115	46	86	82	90	103	123	165	89	61	89	166
hsa-miR-6733-3p	5	17	3	19	9	2	8	3	2	20	7	10	4	8	5	21
hsa-miR-4748	0	17	2	18	6	4	8	6	1	14	3	9	0	2	0	5
hsa-miR-3974	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-99b-3p	55	99	80	47	28	15	25	7	85	120	51	107	111	15	105	55
hsa-miR-7160-5p	2	2	0	3	3	1	1	3	1	1	0	3	1	2	0	1
hsa-miR-1843	759	1977	598	2100	886	440	733	951	274	1778	965	1079	452	447	283	2223
hsa-miR-4715-5p	4	2	0	3	4	1	2	5	7	7	7	9	1	2	8	3
hsa-miR-92a-1-5p	973	1141	673	667	735	1234	1590	1899	717	917	1204	1238	1083	1099	687	1549
hsa-miR-4736	9	10	7	9	2	13	29	0	24	14	15	6	4	4	7	25
hsa-miR-374b-3p	257	533	280	700	348	86	152	140	167	839	338	385	179	118	142	988
hsa-miR-30e-5p	207587	811216	200747	776464	273722	85530	212374	192466	123871	737160	299992	367437	153676	176574	138909	816161
hsa-miR-4778-5p	4	4	1	9	4	0	3	2	6	2	4	9	4	4	4	5
hsa-miR-6074	0	1	0	5	2	0	2	2	1	3	0	2	1	1	1	0
hsa-miR-628-3p	12	45	13	39	22	12	9	16	9	42	18	58	10	22	19	57
hsa-miR-26a-5p	2741911	4772873	2178740	3846855	2578353	1228119	2646500	2319231	3133758	3422384	3250363	3252875	2371209	1855265	2694536	4991411
hsa-miR-6516-5p	20	90	21	91	23	9	26	29	15	55	24	27	9	16	11	96
hsa-miR-16-1-3p	45	142	29	269	72	28	120	114	22	244	55	65	47	52	17	213
hsa-miR-548ap-5p	116	77	46	84	137	17	34	22	10	122	102	124	11	16	6	138
hsa-miR-26b-5p	313227	478810	154706	456321	433900	125045	304882	293687	272616	340611	365441	482803	174618	281667	266838	478812
hsa-miR-548ad-5p	57	270	54	208	111	35	82	132	41	224	89	164	63	146	91	206
hsa-miR-548am-5p	16	20	12	25	34	4	12	18	7	20	12	47	16	26	21	22
hsa-miR-128-1-5p	22	25	22	23	30	11	27	19	13	41	20	25	28	13	13	42
